"ÍSAT2008","ÍSAT2008_áp","Bálkur","Lýsing","Inniheldur","Inniheldur_einnig","Inniheldur_ekki"
"26.80.0","26800","C","Framleiðsla á segul- og optískum miðlum","Til þessarar greinar telst framleiðsla segul- og ljósrænna upptökumiðla, s.s. óátekin segulbönd og snældur fyrir hljóð- og myndefni, óáteknir disklingar, óáteknir geisladiskar og harðir diskar.",,"Til þessarar greinar telst ekki: - Fjölföldun upptekins efnis (tölvumiðlar, hljóð, mynd o.þ.h.), sjá 18.2"
"27.11.0","27110","C","Framleiðsla á rafhreyflum, rafölum og spennubreytum","Til þessarar greinar telst framleiðsla á öllum rafhreyflum og spennubreytum: jafnstraums-, riðstraums- og alstraumsrafhreyflum (AC, DC og AC/DC)  Til þessarar greinar telst: - Framleiðsla á rafhreyflum (að undanskildum ræsihreyflum í brunahreyfla) - F",,"Til þessarar greinar telst ekki: - Framleiðsla á spennum og rofum sem eru rafeindaíhlutir, sjá 26.12 - Framleiðsla á búnaði til rafsuðu og -lóðunar, sjá 27.90 - Framleiðsla á hálfleiðandi áriðlum, afriðlum og umbreytum, sjá 27.90 - Framleiðsla á hverf"
"27.12.0","27120","C","Framleiðsla á dreifi- og stjórnbúnaði fyrir raforku","Til þessarar greinar telst: - Framleiðsla á aflrofum - Framleiðsla á stjórnborðum fyrir dreifingu rafmagns - Framleiðsla á rafliðum - Framleiðsla á rásum fyrir rafmagnstöflur - Framleiðsla á öryggjum - Framleiðsla á rafskiptibúnaði - Framleiðsla á ",,"Til þessarar greinar telst ekki: - Framleiðsla á rofum fyrir rafrásir, s.s. þrýstihnöppum og smellirofum, sjá 27.33"
"27.20.0","27200","C","Framleiðsla rafhlaðna og rafgeyma","Til þessarar greinar telst framleiðsla á hleðslurafhlöðum og öðrum rafhlöðum: - Framleiðsla á einhleðslurafhlöðum, s.s. rafhlöðum sem innihalda mangandíoxíð, kvikasilfuroxíð eða silfuroxíð - Framleiðsla á rafgeymum, þ.m.t. hlutar til þeirra, s.s. skilju",,
"27.31.0","27310","C","Framleiðsla á ljósleiðaraköplum","Til þessarar greinar telst: - Framleiðsla á ljósleiðarakapli fyrir gagnasendingar",,"Til þessarar greinar telst ekki: - Framleiðsla á glertrefjum eða -þræði, sjá 23.14 - Framleiðsla á ljósleiðarasamstæðum eða -samsetningum með tenglum eða öðrum aukabúnaði, sjá eftir því hvar viðkomandi búnaður flokkast, t.d. 26.11"
"27.32.0","27320","C","Framleiðsla á öðrum rafeinda- og rafmagnsvírum og köplum","Til þessarar greinar telst: - Framleiðsla á einangruðum vírum og köplum úr stáli, kopar, áli",,"Til þessarar greinar telst ekki: - Framleiðsla (dráttur) víra, sjá 24.34, 24.41, 24.42, 24.43, 24.44, 24.45 - Framleiðsla á tölvuköplum, prentaraköplum, USB-köplum og áþekkum kapalsamstæðum eða samsetningum, sjá 26.11 - Framleiðsla á raftækjataugum með"
"27.33.0","27330","C","Framleiðsla á leiðslubúnaði","Til þessarar greinar telst: - Framleiðsla á safnteinum, raftenglum (að undanskildum rofbúnaði) - Framleiðsla á lekastraumsrofum  - Framleiðsla á perustæðum - Framleiðsla á yfirspennuvörum og háspennukeflum - Framleiðsla á rofum fyrir raflagnir (t.d. ",,"Til þessarar greinar telst ekki: - Framleiðsla á einangrurum úr leir, sjá 23.43 - Framleiðsla á tenglum, innstungum og rofum sem eru íhlutir, sjá 26.11"
"27.40.0","27400","C","Framleiðsla á rafljósabúnaði","Til þessarar greinar telst framleiðsla á ljósaperum og lömpum og hlutum til þeirra (að undanskildu glerefni í ljósaperur), rafljósabúnaði og hlutum til hans (að undanskildum raflagnabúnaði).  Til þessarar greinar telst: - Framleiðsla á úrhleðslu-, gló-,",,"Til þessarar greinar telst ekki: - Framleiðsla á glervörum og glerhlutum fyrir ljósabúnað, sjá 23.19 - Framleiðsla á leiðslum sem leiða straum fyrir ljósabúnað, sjá 27.33 - Framleiðsla á loft- eða baðviftum með innbyggðum ljósabúnaði, sjá 27.51 - Fram"
"27.51.0","27510","C","Framleiðsla rafknúinna heimilistækja","Til þessarar greinar telst: - Framleiðsla á rafmagnstækjum til heimilisnota, s.s. kæliskápum, frystum, þvottavélum og þurrkurum, uppþvottavélum, gufugleypum, ryksugum, sorpkvörnum, blöndurum, safapressum, rafmagnsrakvélum og rafmagnstannburstum - Framle",,"Til þessarar greinar telst ekki: - Framleiðsla á kæliskápum og frystum til atvinnunota, loftræstitækjum í herbergi,  föstum hitatækjum, loftræsti- og útblástursviftum til atvinnunota, eldunarbúnaði til atvinnunota, þvottavélum, þurrkurum og pressunarvélu"
"27.52.0","27520","C","Framleiðsla heimilistækja, annarra en rafknúinna","Til þessarar greinar telst: - Framleiðsla á órafknúnum eldunar- og hitunarbúnaði til heimilisnota, s.s. órafknúnum hitatækjum, eldavélum, eldstóm, ofnum, vatnshiturum og eldunarbúnaði",,
"27.90.0","27900","C","Framleiðsla á öðrum rafbúnaði","Til þessarar greinar telst framleiðsla á ýmsum rafbúnaði öðrum en hreyflum, rafölum og spennum, rafhlöðum og rafgeymum, leiðslum og leiðslubúnaði, ljósabúnaði eða heimilistækjum.  Til þessarar greinar telst: - Framleiðsla á hleðslutækjum fyrir rafhlöðu",,"Til þessarar greinar telst ekki: - Framleiðsla á rafeinangrurum úr postulíni, sjá 23.43 - Framleiðsla á kolefnis- og grafíttrefjum og vörum (að undanskildum rafskautum og rafbúnaði), sjá 23.99 - Framleiðsla á afriðlum sem eru rafeindaíhlutir, samrásum "
"28.11.0","28110","C","Framleiðsla hreyfla og hverfla, þó ekki í loftför, ökutæki eða vélhjól","Til þessarar greinar telst: - Framleiðsla á brunahreyflum, að undanskildum drifvélum í ökutæki, loftför og vélhjól, s.s. skipshreyflum og hreyflum í járnbrautir - Framleiðsla á stimplum, stimpilhringjum, blöndungum og sambærilegum hlutum í alla brunahre",,"Til þessarar greinar telst ekki: - Framleiðsla á rafölum (að undanskildum hverflarafalasamstæðum), sjá 27.11 - Framleiðsla á aflvélarafalasamstæðum (að undanskildum hverflarafalasamstæðum, sjá 27.11) - Framleiðsla á rafbúnaði í brunahreyfla, sjá 27.90 "
"28.12.0","28120","C","Framleiðsla á vökvaaflsbúnaði","Til þessarar greinar telst: - Framleiðsla á vökva- og loftknúnum íhlutum, þ.m.t. vökvadælum, vökvaaflshreyflum, vökva- og þrýstiloftstrokkum, vökva- og loftþrýstilokum, vökva- og loftslöngum og tengihlutum - Framleiðsla á loftdælibúnaði til að nota í lo",,"Til þessarar greinar telst ekki: - Framleiðsla á þjöppum, sjá 28.13 - Framleiðsla á dælum fyrir búnað sem ekki er vökvaknúinn, sjá 28.13 - Framleiðsla á ventlum fyrir aflbúnað sem ekki er vökvaknúinn, sjá 28.14 - Framleiðsla á aflfærslubúnaði, sjá 28."
"28.13.0","28130","C","Framleiðsla á öðrum dælum og þjöppum","Til þessarar greinar telst: - Framleiðsla á loft- eða lofttæmisdælum, loft- eða öðrum gasþjöppum - Framleiðsla á vökvadælum, með eða án mælitækja - Framleiðsla á dælum sem hannaðar eru til ísetningar í brunahreyfla, s.s. olíu-, vatns- og eldsneytisdælu","Til þessarar greinar telst einnig: - Framleiðsla á handdælum","Til þessarar greinar telst ekki: - Framleiðsla á vökva- og loftaflsbúnaði, sjá 28.12"
"28.14.0","28140","C","Framleiðsla á krönum og lokum","Til þessarar greinar telst: - Framleiðsla á krönum og lokum til iðnaðarnota, þ.m.t. stjórnlokum og inntakskrönum - Framleiðsla á krönum og lokum fyrir hreinlætistæki - Framleiðsla á krönum og lokum í hitunarkerfi, þ.m.t. hitastillilokum",,"Til þessarar greinar telst ekki: - Framleiðsla á lokum úr óhertu súlfuðu gúmmíi, gleri eða leir, sjá 22.19, 23.19 eða 23.44 - Framleiðsla á sog- og útblástursventlum í brunahreyfla, sjá 28.11 - Framleiðsla á vökva- og loftþrýstilokum og loftdælibúnaði "
"28.15.0","28150","C","Framleiðsla á legum, tannhjólum, drifum og drifbúnaði","Til þessarar greinar telst: - Framleiðsla á kúlu- og keflalegum og hlutum til þeirra - Framleiðsla á aflfærslubúnaði, s.s. drifsköftum og sveifum (kambásum, sveifarásum o.þ.h.), leghúsum og áslegum - Framleiðsla á tannhjólum, drifum, gírkössum og öðrum",,"Til þessarar greinar telst ekki: - Framleiðsla á öðrum keðjum, sjá 25.93 - Framleiðsla á búnaði fyrir vökvaskiptingar, sjá 28.12 - Framleiðsla á þrýstistýrðum skiptingum, sjá 28.12 - Framleiðsla á (rafsegulknúnum) tengslum, sjá 29.31 - Framleiðsla á "
"28.21.0","28210","C","Framleiðsla á ofnum, bræðsluofnum og brennurum","Til þessarar greinar telst: - Framleiðsla á rafknúnum ofnum og öðrum hitunarofnum fyrir iðnað og rannsóknarstofur, þ.m.t. brennsluofnar - Framleiðsla á brennurum - Framleiðsla á föstum rafmagnshiturum, þ.m.t. rafmagnshiturum fyrir sundlaugar - Framlei","Til þessarar greinar telst einnig: - Framleiðsla á vélkyndurum, ristum, öskuhreinsitækjum o.þ.h.","Til þessarar greinar telst ekki: - Framleiðsla á bökunarofnum fyrir heimili, sjá 27.51 - Framleiðsla á þurrkofnum fyrir landbúnað, sjá 28.93 - Framleiðsla á ofnum fyrir brauðgerðarhús, sjá 28.93 - Framleiðsla á þurrkurum fyrir við, pappírsdeig, pappír"
"28.22.0","28220","C","Framleiðsla á lyftitækjum og færslubúnaði","Til þessarar greinar telst: - Framleiðsla á handstýrðum eða aflknúnum vélum til að lyfta, færa, hlaða eða losa: • blakkalyftibúnaður og talíur, vindur, koppvindur og tjakkar • bómur, kranar, hreyfanlegar lyftigrindur, klofberar o.þ.h. • vinnuvagnar, e",,"Til þessarar greinar telst ekki: - Framleiðsla á fjölnýtum iðnþjörkum, sjá 28.99 - Framleiðsla á sívinnslulyftum og -færiböndum til nota neðanjarðar, sjá 28.92 - Framleiðsla á vélskóflum, gröfum og ámokstursvélum, sjá 28.92 - Framleiðsla á flotkrönum,"
"28.23.0","28230","C","Framleiðsla á skrifstofuvélum og –búnaði, þó ekki tölvum og jaðarbúnaði","Til þessarar greinar telst: - Framleiðsla á reiknivélum, bókhaldsvélum og afgreiðslukössum - Framleiðsla á ljósritunarvélum og prentdufthylkjum - Framleiðsla á stimpil-, póst- og flokkunarvélum - Framleiðsla á ritvélum og hraðritunarbúnaði - Framleið",,"Til þessarar greinar telst ekki: - Framleiðsla á tölvum og jaðarbúnaði, sjá 26.20"
"28.24.0","28240","C","Framleiðsla á aflknúnum handverkfærum","Til þessarar greinar telst: - Framleiðsla á aflknúnum handverkfærum, s.s. hjól og stingsögum, borvélum og brothömrum, handstýrðum slípivélum, naglabyssum, fræsurum, heflurum, heftibyssum, skrúfvélum og loftknúnum hnoðbyssum",,"Til þessarar greinar telst ekki: - Framleiðsla á skiptiverkfærum í handverkfæri, sjá 25.73"
"28.25.0","28250","C","Framleiðsla á kæli- og loftræstibúnaði, þó ekki til  heimilisnota","Til þessarar greinar telst: - Framleiðsla á kæli- eða frystibúnaði til iðnaðarnota, þ.m.t. samsetningu íhluta - Framleiðsla á loftræstitækjum, einnig í vélknúin ökutæki - Framleiðsla á viftum, þó ekki til heimilisnota",,"Til þessarar greinar telst ekki: - Framleiðsla á viftum og kæli- eða frystibúnaði til heimilisnota, sjá 27.51"
"28.29.0","28290","C","Framleiðsla á öðrum ótöldum vélum til almennra nota","Til þessarar greinar telst: - Framleiðsla á vogum (öðrum en næmum vogum til nota á rannsóknarstofum), s.s. heimilis og búðavogum, pallvogum, bílavogum og vigtum. - Framleiðsla á vélum og tækjum til síunar og hreinsunar á vökva - Framleiðsla á tækjum ti",,"Til þessarar greinar telst ekki: - Framleiðsla á næmum vogum (til nota á rannsóknarstofum), sjá 26.51 - Framleiðsla á viftum og kæli- eða frystibúnaði til heimilisnota, sjá 27.51 - Framleiðsla á búnaði til rafsuðu og -lóðunar, sjá 27.90 - Framleiðsla "
"28.30.0","28300","C","Framleiðsla á vélum til nota í landbúnaði og skógrækt","Til þessarar greinar telst: - Framleiðsla á dráttarvélum sem notaðar eru í landbúnaði og skógrækt - Framleiðsla á sláttuvélum, þ.m.t. garðsláttuvélum - Framleiðsla á tengivögnum til nota í landbúnaði - Framleiðsla á landbúnaðarvélum til vinnslu jarðve",,"Til þessarar greinar telst ekki: - Framleiðsla á óvélknúnum landbúnaðarhandverkfærum, sjá 25.73 - Framleiðsla á færiböndum til nota í landbúnaði, sjá 28.22 - Framleiðsla á aflknúnum handverkfærum, sjá 28.24 - Framleiðsla á rjómaskilvindum, sjá 28.93 "
"28.41.0","28410","C","Framleiðsla á vélum til mótunar á málmi","Til þessarar greinar telst: - Framleiðsla á smíðavélum til vinnslu úr málmi - Framleiðsla á smíðavélum til að renna, bora, fræsa, móta, hefla, gata, slípa o.þ.h. - Framleiðsla á smíðavélum til að stansa eða pressa - Framleiðsla á hjámiðjupressum, vökv",,"Til þessarar greinar telst ekki: - Framleiðsla á skiptiverkfærum í handverkfæri, sjá 25.73 - Framleiðsla á búnaði til málmsuðu og -lóðunar, sjá 27.90"
"28.49.0","28490","C","Framleiðsla á öðrum ótöldum smíðavélum","Til þessarar greinar telst: - Framleiðsla á smíðavélum til að vinna úr viði, beini, steini, harðgúmmíi, harðplasti o.þ.h.  - Framleiðsla á efnisfestingum fyrir smíðavélar - Framleiðsla á deilihausum og öðrum sérhæfðum aukabúnaði fyrir smíðavélar - Fra","Til þessarar greinar telst einnig: - Framleiðsla á hlutum og fylgihlutum fyrir þessar smíðavélar","Til þessarar greinar telst ekki: - Framleiðsla á skiptiverkfærum í handverkfæri, sjá 25.73 - Framleiðsla á handstýrðum rafknúnum lóðboltum og -byssum, sjá 27.90 - Framleiðsla á aflknúnum handverkfærum, sjá 28.24 - Framleiðsla á vélbúnaði til nota í má"
"28.91.0","28910","C","Framleiðsla á vélum til málmvinnslu","Til þessarar greinar telst: - Framleiðsla á vélum og tækjum til meðhöndlunar á heitum málmi, s.s. málmbreytiofnum, hrámálmssteypumótum, bræðsluvélum og steypuvélum - Framleiðsla á völsunarvélum og völsum til slíkra véla",,"Til þessarar greinar telst ekki: - Framleiðsla á dragbekkjum, sjá 28.41 - Framleiðsla á mótakössum og mótum (að undanskildum hrámálmssteypumótum), sjá 25.73 - Framleiðsla á vélum til málmsteypumótunar, sjá 28.99"
"28.92.0","28920","C","Framleiðsla á vélum til mannvirkjagerðar, námugraftrar og vinnslu hráefna úr jörðu","Til þessarar greinar telst: - Framleiðsla á sívinnslulyftum og -færiböndum til nota neðanjarðar - Framleiðsla á borvélum, skerum, brunna- og gangagerðarvélum - Framleiðsla á vélum til að meðhöndla steinefni, sálda, flokka, aðskilja, þvo, mylja o.þ.h. ",,"Til þessarar greinar telst ekki: - Framleiðsla á lyftitækjum og færslubúnaði, sjá 28.22 - Framleiðsla á öðrum dráttarvélum, sjá 28.39, 29.10 - Framleiðsla á smíðavélum til smíða úr steini, þ.m.t. vélum til að kljúfa eða hreinsa grjót, sjá 28.49 - Fram"
"28.93.0","28930","C","Framleiðsla á vélum fyrir matvæla-, drykkjarvöru- og tóbaksvinnslu","Til þessarar greinar telst: - Framleiðsla á vélum og tækjum til matvælavinnslu, s.s. vélum til kjöt-, fisk-, og alifuglavinnslu, vélum til sælgætis- og drykkjarvöruframleiðslu og öðrum vélum til matvælaframleiðslu - Framleiðsla á vélum fyrir mjólkuriðna",,"Til þessarar greinar telst ekki: - Framleiðsla á tækjum til að meðhöndla matvæli og mjólk með geislun, sjá 26.60 - Framleiðsla á vélum til pökkunar og vigtunar, sjá 28.29 - Framleiðsla á vélum til að hreinsa, aðgreina eða flokka egg, ávexti eða aðra up"
"28.94.0","28940","C","Framleiðsla á vélum fyrir textíl-, fata- og leðurframleiðslu","Til þessarar greinar telst: - Framleiðsla á vélum til forvinnslu og spuna á textíltrefjum, þráðarframleiðslu og frágangs textíla - Framleiðsla á vélum fyrir þvottahús, t.d. strau- og pressunarvélum, þvottavélum og þurrkurum - Framleiðsla á prjónavélum ",,"Til þessarar greinar telst ekki: - Framleiðsla á pappírs- eða pappaspjöldum fyrir jacquardvélar, sjá 17.29 - Framleiðsla á þvottavélum og þurrkurum til heimilisnota, sjá 27.51 - Framleiðsla á sléttipressum, sjá 28.29 - Framleiðsla á vélum til nota í b"
"28.95.0","28950","C","Framleiðsla á vélum til pappírs- og pappaframleiðslu","Til þessarar greinar telst: - Framleiðsla á vélum til að framleiða pappírsdeig, pappír og pappa, pappírs- og pappavörur",,
"28.96.0","28960","C","Framleiðsla á vélum til plast- og gúmmívinnslu","Til þessarar greinar telst: - Framleiðsla á búnaði til vinnslu á mjúku gúmmíi eða plasti eða til framleiðslu á vörum úr þessum efnum, s.s. strengsprautum, mótunarvélum, loftknúnum vélum til framleiðslu eða endursólunar hjólbarða og annarra véla til framl",,
"28.99.0","28990","C","Framleiðsla á öðrum ótöldum sérhæfðum vélum","Til þessarar greinar telst framleiðsla á sérhæfðum vélum sem ekki eru flokkaðar annars staðar.  Til þessarar greinar telst: - Framleiðsla á þurrkurum fyrir við, pappírsdeig, pappír eða pappa - Framleiðsla á prent- og bókbandsvélum og vélum fyrir stoðs",,"Til þessarar greinar telst ekki: - Framleiðsla á heimilistækjum, sjá 27.5 - Framleiðsla á ljósritunarvélum o.þ.h., sjá 28.23 - Framleiðsla á vélbúnaði eða tækjum til vinnslu á harðgúmmíi, harðplasti o.þ.h., sjá 28.49 - Framleiðsla á hrásteypumótum, sj"
